,PCA1,PCA2,PCA3,PCA4,UMAP1,UMAP2
VT_181122_M338_041.mzML,0.68756145,0.13969496,-0.5843181,-0.26890585,5.2643113,-0.70598036
VT_181103_M338_087.mzML,-0.01069322,0.13688606,0.07343488,-0.09535911,8.651598,4.8130217
batch17/VT_200904_M436_203.mzML,0.42786673,-0.46134704,-0.42255825,0.4216307,2.2476225,6.9309616
batch20/VT_200907_M436_035.mzML,0.7393483,-0.22439903,-0.39237326,0.18435542,2.8786564,7.0110025
batch16/VT_200902_M436_243.mzML,1.5488616,0.35942823,-0.08669908,0.68065894,5.109407,7.9187617
VT_170729_M021_247.mzML,0.56931543,0.9874951,-1.6070234,0.4084594,2.901661,12.899541
batch13/VT_200829_M436_211.mzML,0.9444389,-0.9388404,-0.71765786,0.9403214,1.2603639,7.2144356
batch4/KL_200510_M436_225.mzML,1.177712,-0.018004436,0.57640433,0.13665341,-1.5802056,16.100155
batch1/KL_200505_M436_093.mzML,1.9773723,-0.24321672,0.20335914,-0.15579371,-0.6289308,16.122942
batch23/VT_200912_M436_133.mzML,1.4310108,-0.64563656,0.6499713,1.1719241,3.4451554,8.486365
VT_181108_M338_167.mzML,-0.35355836,-0.9723141,0.6258016,-0.22619113,11.215253,7.2784643
VT_181208_M338_253.mzML,0.13058439,0.12264393,0.025805132,-0.07083733,7.5708265,4.8737774
VT_181030_M338_041.mzML,0.044846714,0.20388709,-0.07164926,-0.15285681,6.676,4.797712
VT_181021_M338_123.mzML,0.7512186,0.14327963,-0.697424,-0.016833,5.309648,-0.44769597
batch4/KL_200510_M436_073.mzML,1.1383748,-0.47974396,0.37346947,0.39420226,-0.99880975,15.602959
VT_181023_M338_123.mzML,-0.33505288,-0.7015641,0.44622204,-0.19329084,10.359839,7.7331014
VT_181207_M338_071.mzML,-0.31875005,-1.0721264,0.68184066,-0.38768578,10.960534,7.9385705
batch18/VT_200905_M436_027.mzML,0.44203565,-0.58952606,-0.5596733,0.45909077,2.0789387,6.960337
VT_181204_M338_061.mzML,-0.57354957,-1.8354001,0.9830691,-0.6432983,11.519692,8.550518
batch16/VT_200902_M436_043.mzML,0.5576664,-1.6075567,-1.0018963,-0.0780509,0.81414914,6.8497643
VT_181109_M338_243.mzML,0.021711998,-0.08325932,0.21161646,-0.29752636,9.096523,6.537213
batch3/KL_200508_M436_253.mzML,1.6487583,-0.607788,-0.28607786,-0.23779035,-2.5097826,14.592577
VT_181029_M338_219.mzML,1.0185325,0.46473384,-0.8812745,-0.105040625,5.1316867,-0.22765669
VT_181028_M338_125.mzML,0.90376395,0.31868196,-0.8560277,-0.028898736,5.1727133,-0.46222386
batch4/KL_200510_M436_229.mzML,1.8048292,-1.4758872,-0.16919644,0.41002503,-2.0045905,14.43377
batch4/KL_200510_M436_217.mzML,0.973696,-0.9856461,-0.2742867,0.54140383,-0.8854251,15.169493
batch6/KL_200513_M436_081.mzML,1.3306099,-0.39527813,0.7038048,0.80055153,-1.1281775,15.928078
VT_170729_M021_005.mzML,0.7653198,0.9997018,-1.4404851,0.5116085,2.9117408,12.9049015
batch19/VT_200906_M436_115.mzML,0.5819858,-0.17391694,-0.33765036,0.5537485,2.73071,6.384752
batch9/KL_200516_M436_159.mzML,2.887626,-0.48074412,-0.62632245,0.1599207,-3.1465151,14.162854
VT_171026_M314_007.mzML,0.40136215,0.34866437,-1.6350737,1.5844742,4.789148,-4.766676
batch17/VT_200904_M436_115.mzML,0.75947154,-0.14179961,-0.12761223,0.7476364,3.546783,7.381629
batch21/VT_200909_M436_075.mzML,0.35886663,-0.75447536,-0.57664126,0.27917683,1.7985234,7.002301
batch37/VT_201013_M436_073.mzML,2.4606297,-1.7550629,0.81200016,1.8605907,3.2932136,8.479263
batch3/KL_200508_M436_121.mzML,1.0045993,-1.1473392,-0.020591289,0.018136239,-1.102767,15.220122
batch7/KL_200514_M436_041.mzML,2.3842783,-0.70854485,-0.39205432,0.24155326,-2.9259994,14.315411
batch20/VT_200907_M436_243.mzML,0.8299988,-0.08561595,-0.30138963,0.5955864,3.2031467,7.1497517
batch14/VT_200830_M436_267.mzML,0.32117224,-0.27694073,-0.2905376,0.04227552,3.3637567,6.4666014
batch19/VT_200906_M436_187.mzML,-0.102950186,-2.0439327,-0.7490873,-0.44029078,0.64801115,6.6225505
VT_170728_M021_145.mzML,0.64709294,0.81953824,-1.5485487,0.3060839,2.902934,12.904593
batch19/VT_200906_M436_243.mzML,0.92023754,-0.061259203,-0.22334369,0.5764065,3.2774444,7.189729
batch15/VT_200901_M436_267.mzML,0.37328225,-0.81072646,-0.8140675,0.5553063,1.7357303,7.1162543
VT_170728_M021_017.mzML,1.1871194,1.5489419,-1.8472137,0.3168136,2.9128494,12.827179
batch2/KL_200507_M436_093.mzML,1.4867123,-1.8619703,-0.15689097,-0.20507647,-1.7893462,14.556274
batch4/KL_200510_M436_125.mzML,2.3673253,-0.6250517,-0.46639872,-0.10159921,-2.9515784,14.315093
VT_181103_M338_041.mzML,-0.59726655,-2.2289274,1.1370686,-0.8137047,11.901276,8.104598
VT_170728_M021_149.mzML,0.7078772,0.9990294,-1.6970079,0.32434392,2.902769,12.8842125
batch9/KL_200516_M436_175.mzML,1.6149293,-0.83000946,-0.12947367,-0.08129046,-2.4789891,14.577927
batch18/VT_200905_M436_241.mzML,0.42335635,-0.2726481,-0.16149667,0.52669823,2.8052025,6.7139015
batch4/KL_200510_M436_165.mzML,1.231221,-1.327943,-0.046229273,-0.12841019,-1.9279759,14.666263
batch3/KL_200508_M436_133.mzML,1.4884131,-1.4067945,-0.26333487,0.03141667,-1.9511725,14.540809
batch6/KL_200513_M436_125.mzML,1.214246,-0.9502587,-0.18907769,-0.31362784,-2.121312,14.788662
VT_181202_M338_149.mzML,-0.4145302,-1.3181493,0.71196866,-0.7166645,11.100877,8.384637
batch16/VT_200902_M436_195.mzML,0.93805414,-0.155581,-0.26105052,0.7091861,3.174867,7.145255
batch9/KL_200516_M436_233.mzML,3.1394491,0.4331547,0.16260883,-0.18231356,-0.305408,16.294624
batch6/KL_200513_M436_101.mzML,1.7105477,-0.5758322,-0.27816775,-0.29310787,-2.5205715,14.606699
VT_181122_M338_061.mzML,-0.4981981,-1.168596,0.6591147,-0.44990063,11.178759,7.8206906
VT_181109_M338_119.mzML,0.0347988,-0.47642308,0.46788082,-0.19833939,10.449592,7.2506237
batch7/KL_200514_M436_061.mzML,1.0541241,-1.8836032,-0.32516173,1.2511317,-0.764434,14.805957
batch7/KL_200514_M436_181.mzML,1.7683024,-1.4042033,-0.22577433,0.38770255,-2.0006716,14.440146
VT_170729_M021_251.mzML,0.75139374,1.0047772,-1.6783144,0.38427788,2.9002287,12.892365
VT_181121_M338_025.mzML,-0.20273994,-0.055209465,0.16690528,0.018974895,8.326234,5.8406754
VT_181023_M338_249.mzML,0.12719181,0.3468881,-0.006948843,-0.037292082,6.4687524,4.5909495
VT_181209_M338_197.mzML,-0.23981255,-0.4967221,0.48515075,-0.2540784,9.967437,7.547359
batch14/VT_200830_M436_195.mzML,0.32788038,-0.33693996,-0.43527028,0.26657534,2.350967,6.813348
batch13/VT_200829_M436_259.mzML,-0.07593562,-2.67113,-0.96802574,-0.27251595,0.49889508,6.6767607
batch3/KL_200508_M436_217.mzML,0.8719157,-0.8911904,0.007494862,0.10749245,-1.0821495,15.256798
batch4/KL_200510_M436_045.mzML,2.8798854,-0.15485375,-0.65556175,-0.24364288,-3.0927575,14.212222
batch17/VT_200904_M436_099.mzML,0.87547594,-0.101994365,-0.0507745,0.5453057,3.7301943,7.397185
VT_181029_M338_217.mzML,0.93544555,0.3162729,-0.83262116,-0.07520251,5.1988945,-0.23407555
batch6/KL_200513_M436_173.mzML,1.2144796,-1.0425488,-0.21382649,-0.08592753,-2.156073,14.755437
VT_181207_M338_035.mzML,-0.15376739,-0.713724,0.4601605,-0.35849446,10.252798,7.7990828
VT_181123_M338_097.mzML,-0.035157837,-0.20497863,0.16291785,-0.28405344,9.078252,6.5291967
batch3/KL_200508_M436_029.mzML,2.4763324,-0.248106,-0.49421737,-0.28033963,-2.9701629,14.30495
VT_181202_M338_211.mzML,-0.5669395,-1.2254751,0.71286035,-0.4042151,11.238935,7.8294725
batch3/KL_200508_M436_189.mzML,1.0384113,-1.4319614,-0.14444049,-0.56223917,-1.7767475,14.82991
batch6/KL_200513_M436_193.mzML,1.1394475,-0.3815725,0.3440131,0.42505902,-1.1009074,15.614962
VT_181030_M338_037.mzML,-0.3889199,-0.8790035,0.68354607,-0.56010836,10.947849,7.8444667
batch3/KL_200508_M436_237.mzML,3.0047636,-0.46345842,-0.5801141,-0.02633688,-3.1934707,14.126007
batch14/VT_200830_M436_259.mzML,0.7051496,-1.0693014,-0.9400863,0.4966643,1.2201176,7.1696715
batch38/VT_201015_M436_235.mzML,0.16243874,-0.5084194,-1.1026697,-0.22953787,1.186074,5.7955375
batch8/KL_200515_M436_131.mzML,1.4471235,-0.21622384,-0.29567564,-0.64713806,-2.3672981,14.718602
batch15/VT_200901_M436_051.mzML,0.24633048,-1.1166507,-0.60332143,-0.104081355,1.095249,6.8575377
batch1/KL_200505_M436_173.mzML,2.6993248,-0.062466383,0.39239323,0.11317693,-0.24384223,16.316837
batch3/KL_200508_M436_169.mzML,1.1552829,-0.58971673,0.16520403,0.34620655,-1.045826,15.401031
batch12/VT_200827_M436_219.mzML,0.71159333,0.1366232,0.052843787,0.26122782,4.2673316,7.38927
batch15/VT_200901_M436_019.mzML,0.4335033,-0.9195052,-0.6805522,0.28893214,1.4909362,7.068477
batch9/KL_200516_M436_015.mzML,1.0564549,-1.0795819,-0.053050466,-0.58208704,-1.7042295,15.0880995
VT_181204_M338_063.mzML,-0.11046791,-0.8025064,0.38127035,-0.14469695,10.480652,7.6037283
VT_170729_M021_237.mzML,-0.6261983,-0.43608066,-0.13404053,-0.9226391,19.713179,7.0328217
VT_181022_M338_155.mzML,-0.2825359,-0.8539202,0.47033188,-0.08164376,10.644556,7.5952544
batch14/VT_200830_M436_203.mzML,0.8675634,-0.12618312,-0.07300222,0.80307543,3.634721,7.442418
batch20/VT_200907_M436_099.mzML,1.0967745,0.056898214,-0.19921623,0.68407726,3.8396885,7.487617
batch17/VT_200904_M436_251.mzML,0.89540803,0.11236328,-0.08297919,0.5195933,4.0189314,7.4557652
batch2/KL_200507_M436_101.mzML,1.3295097,-0.8782809,-0.14624344,0.00086523034,-2.2465334,14.698128
batch30/VT_200925_M436_229.mzML,0.54491895,-0.83880556,-1.0689971,0.86317354,0.6701268,4.26982
batch12/VT_200827_M436_051.mzML,0.59033525,-0.21203068,0.08472607,0.88706124,3.7249875,7.578221
batch13/VT_200829_M436_035.mzML,0.24917533,-1.1580683,-0.75395715,-0.4398837,0.93061584,6.688649
batch1/KL_200505_M436_213.mzML,2.1863623,-0.28886032,0.2746128,-0.041124783,-0.4622763,16.163809
VT_181103_M338_013.mzML,-0.52675486,-1.2907542,0.67242783,-0.28417724,11.624062,7.775081
VT_181122_M338_181.mzML,0.094731934,0.26609433,-0.22180861,-0.3886427,6.511797,4.9633613
batch40/VT_201017_M436_067.mzML,-0.93365437,-2.161346,-3.4594026,-0.024727652,-0.07520307,2.8780513
batch3/KL_200508_M436_071.mzML,2.8574836,0.21427815,0.10286202,-0.13927516,-0.3295218,16.281878
VT_181023_M338_061.mzML,-0.25150487,-1.105349,0.55801964,-0.3013735,10.927816,7.8368306
batch14/VT_200830_M436_051.mzML,0.32416397,-1.2636675,-0.65824956,0.25460085,1.1532472,6.9619794
VT_171031_M314_277.mzML,0.6935865,0.7292059,-2.0887835,1.873005,4.230372,-5.0076985
VT_170728_M021_141.mzML,1.0066782,1.3587588,-1.7066531,0.43116266,2.8940196,12.82286
VT_181120_M338_153.mzML,-0.05288691,-0.66059184,0.39754376,-0.26925534,10.16046,7.6559362
batch23/VT_200912_M436_115.mzML,0.9553193,0.020891262,0.9560648,0.7915811,4.1838455,9.046002
VT_181204_M338_179.mzML,-0.08047576,-0.29535353,0.23424457,-0.16606633,9.22142,6.8359733
VT_181204_M338_213.mzML,0.044636622,-0.6111818,0.41857398,-0.20540914,10.310431,8.359192
VT_181120_M338_155.mzML,-0.07622001,-0.36453518,0.18310316,-0.1727048,9.429177,7.119063
VT_181207_M338_069.mzML,-0.38403466,-1.833926,1.0244983,-0.58697444,11.607552,8.417699
batch21/VT_200909_M436_235.mzML,1.0231211,-0.055120304,0.041687526,0.9613253,4.0693393,7.6688633
VT_181208_M338_067.mzML,-0.30376136,-1.0377948,0.5093062,-0.37984875,10.836873,7.974168
batch4/KL_200510_M436_029.mzML,1.5431105,-0.43903974,-0.3463947,-0.92113286,-1.6105137,15.383255
batch4/KL_200510_M436_185.mzML,1.291287,0.22192463,0.91572064,0.13932884,-1.6946532,16.302057
VT_181030_M338_059.mzML,-0.17769207,-0.09609757,0.19471508,0.13174257,8.439902,5.8372064
VT_181202_M338_215.mzML,-0.5655797,-1.3401607,0.6351195,-0.4007643,11.334275,7.8400717
VT_181122_M338_185.mzML,0.07311447,0.24961783,-0.14376087,-0.29683268,6.5748534,4.961926
VT_181031_M338_047.mzML,0.29698753,0.24888256,-0.2066634,-0.1379242,6.9170084,4.197691
batch21/VT_200909_M436_083.mzML,2.0790648,0.37309384,-0.07477908,1.1326795,5.497025,8.020356
VT_170729_M021_093.mzML,0.3118298,0.8564956,-0.5110019,0.4270498,4.414535,-2.691499
batch9/KL_200516_M436_119.mzML,1.421747,-0.23492101,-0.3850409,-0.7915133,-2.349184,14.730443
batch15/VT_200901_M436_195.mzML,0.8388673,-0.16116315,-0.22737977,0.7831256,3.3773763,7.2707305
VT_181122_M338_065.mzML,-0.22009769,-0.25593078,0.24329878,-0.26426214,8.968073,6.9120903
batch6/KL_200513_M436_157.mzML,1.3129001,-1.5410979,-0.11611093,-0.01751145,-1.9164425,14.577354
VT_181031_M338_031.mzML,-0.7153869,-1.7088199,0.91226745,-0.51921344,11.84318,8.005218
VT_181209_M338_079.mzML,-0.75935847,-2.0816152,0.98331064,-0.65941566,11.453347,8.714103
VT_181204_M338_177.mzML,-0.07002749,-0.6401782,0.3169463,-0.29331794,10.072484,7.6542296
batch42/VT_201020_M436_043.mzML,1.4422543,-1.2830422,-1.8840698,1.4609725,0.1304202,3.9937732
VT_181122_M338_171.mzML,-0.29615372,-1.1717737,0.6749714,-0.54936373,10.981073,7.9648213
batch13/VT_200829_M436_091.mzML,0.13545689,-1.8892933,-0.91991776,-0.39975756,0.6802689,6.675985
batch4/KL_200510_M436_231.mzML,2.343569,-0.20047423,0.4682724,0.48299366,-0.337928,16.223436
VT_181029_M338_235.mzML,-0.112661384,-0.33774248,0.22152108,-0.22899787,9.208459,6.7823
batch9/KL_200516_M436_031.mzML,1.9372385,-1.9897792,-0.11035698,0.032112844,-1.8154606,14.502101
batch6/KL_200513_M436_073.mzML,1.1931553,-0.9228709,0.012990357,0.43994698,-1.0304571,15.307338
VT_170728_M021_273.mzML,0.7161361,1.0910798,-1.3789619,0.31020936,2.9072409,12.895065
VT_181011_M338_047.mzML,-0.08510159,-0.5609835,0.3312494,-0.6447291,10.424875,8.641144
batch7/KL_200514_M436_129.mzML,1.1071674,-1.840549,-0.09831389,-0.26644766,-1.7213342,14.602272
VT_181025_M338_241.mzML,-0.11258269,-0.58801425,0.47856814,-0.2928822,10.4410305,7.4978137
batch2/KL_200507_M436_183.mzML,1.7647815,-0.30811292,0.23768537,-0.12509452,-0.65126675,16.047012
batch2/KL_200507_M436_135.mzML,1.9401052,-0.16739176,0.053160787,-0.10688351,-0.65236044,16.067625
VT_181204_M338_115.mzML,-0.44109908,-1.4430735,0.75825685,-0.36007747,11.085035,8.166384
VT_170728_M021_013.mzML,0.4127857,0.47389746,-1.5347862,0.40736648,2.9180744,12.936895
VT_170729_M021_103.mzML,-0.7681259,-0.5048314,-0.09286141,-0.9598147,19.909945,6.9802866
batch17/VT_200904_M436_245.mzML,0.75401556,-0.0012627915,-0.064183764,0.41781113,3.8958094,7.337565
batch18/VT_200905_M436_019.mzML,0.62665385,-1.1645691,-0.9761837,0.6391266,1.2188778,7.1436
batch6/KL_200513_M436_197.mzML,1.192721,-0.9948014,-0.11903134,-0.113420956,-2.2082393,14.777917
batch25/VT_200919_M436_243.mzML,1.637667,1.1549643,2.298429,0.6108088,5.0849485,9.631556
batch17/VT_200904_M436_131.mzML,0.61594856,-0.31647655,-0.2933133,0.7508347,2.8242996,6.7442427
batch7/KL_200514_M436_243.mzML,0.98154557,-1.5543427,-0.3891825,-0.107367486,-1.1136374,15.102244
batch6/KL_200513_M436_269.mzML,1.2961948,0.12781803,0.9456164,0.4103248,-1.5424436,16.233217
batch9/KL_200516_M436_223.mzML,1.2215594,-2.1781175,0.021965822,-0.28731635,-1.7055552,14.542573
VT_181123_M338_229.mzML,-0.508557,-0.8159286,0.46332508,-0.28967842,10.768599,7.630399
VT_181025_M338_245.mzML,0.17766008,0.06055244,-0.0135797635,-0.26772287,7.1315837,5.448097
VT_181031_M338_059.mzML,0.1658795,0.18894108,-0.122767,-0.09526466,7.2206287,4.5120416
batch18/VT_200905_M436_235.mzML,1.7395157,0.16116199,0.035851486,1.3709362,5.0606966,7.8876686
batch4/KL_200510_M436_081.mzML,0.8894664,-0.44560355,0.28726822,-0.4568768,-1.5376594,15.748134
VT_181103_M338_017.mzML,-0.5351392,-1.5054433,0.7443351,-0.33105797,11.762352,7.8539944
batch4/KL_200510_M436_193.mzML,1.2318057,-0.15389276,0.84731305,0.5578506,-1.3784242,16.11011
batch15/VT_200901_M436_123.mzML,1.2056162,0.19854914,0.07802598,0.7468943,4.3898845,7.7393475
VT_170729_M021_035.mzML,0.11184031,0.033329837,0.11701308,-0.022736123,7.0511456,5.691309
batch2/KL_200507_M436_095.mzML,1.2289981,-0.4716462,0.36257023,0.11161104,-0.9938027,15.642482
batch6/KL_200513_M436_117.mzML,1.6425458,-0.6302114,-0.18680274,-0.047447786,-2.511903,14.586181
batch3/KL_200508_M436_081.mzML,1.3616028,0.24692112,0.651968,-0.13518393,-1.7676651,16.270866
batch9/KL_200516_M436_191.mzML,1.6021094,-0.5953279,-0.11510976,-0.19946826,-2.4819882,14.61589
VT_181023_M338_217.mzML,-0.18636249,-0.6693566,0.52051157,-0.402746,10.191305,7.741159
batch7/KL_200514_M436_045.mzML,1.3635871,-0.09802435,0.8644388,0.7200558,-1.3754218,16.12016
batch4/KL_200510_M436_205.mzML,1.2578056,-1.8375334,0.025619788,-0.50813705,-1.6376437,14.646822
batch6/KL_200513_M436_209.mzML,1.5255373,-0.8617968,0.034334145,0.055925652,-2.4571998,14.552796
batch2/KL_200507_M436_119.mzML,1.4988661,-0.31240365,-0.21061882,-0.7463711,-1.4763314,15.573152
batch23/VT_200912_M436_171.mzML,-0.47661734,-0.7217824,-1.1840998,-0.7358875,0.4271347,3.1206973
batch4/KL_200510_M436_153.mzML,1.6336201,-0.7049192,0.5015157,0.953295,-0.65455115,15.491989
VT_181029_M338_035.mzML,0.06316052,0.20043546,-0.17678055,-0.12377957,7.050073,4.605772
batch9/KL_200516_M436_099.mzML,1.0869439,-0.3357276,0.24117371,-0.10020962,-1.5218377,15.817927
batch4/KL_200510_M436_021.mzML,1.4256853,-2.1899595,0.09859037,-0.4416376,-1.6853675,14.572144
VT_181207_M338_013.mzML,0.030225439,-0.1933225,0.38720003,-0.39843494,8.92762,6.826794
VT_181121_M338_033.mzML,-0.36048537,-0.63932663,0.5081124,-0.27104414,10.395547,7.685871
VT_181214_M338_121.mzML,0.05241715,-0.80333835,0.41893575,-0.597216,10.473901,8.729762
batch42/VT_201020_M436_259.mzML,1.3194025,0.3815848,1.730625,0.9299936,4.7110105,9.315352
batch3/KL_200508_M436_095.mzML,1.8393192,-0.17412478,0.39283392,-0.02703251,-0.6067022,16.056831
batch12/VT_200827_M436_179.mzML,0.661668,0.08025329,-0.1160693,0.28670493,4.2024393,7.319695
batch3/KL_200508_M436_097.mzML,1.1863269,-0.15509768,0.58155614,-0.1104978,-1.6590636,16.120943
VT_181204_M338_215.mzML,0.04114241,0.0035825297,-0.044503115,-0.029918466,6.777317,5.150525
batch4/KL_200510_M436_089.mzML,1.7793782,0.68226403,0.6556831,-0.69266427,-1.8668576,16.32887
batch16/VT_200902_M436_067.mzML,0.3702091,-2.1969314,-1.060077,0.41768685,0.65779454,6.8470883
VT_181023_M338_179.mzML,-0.46873155,-1.3879877,0.6997859,-0.3904639,11.3442745,7.85184
batch9/KL_200516_M436_203.mzML,0.85565364,-0.89339864,-0.19456348,-0.75315464,-1.6007546,15.311725
batch18/VT_200905_M436_043.mzML,0.12277171,-2.0863295,-0.7368952,-0.42878118,0.6405992,6.656716
VT_181029_M338_221.mzML,0.82043695,0.3265679,-0.79008347,-0.15769085,5.231796,-0.2674069
batch9/KL_200516_M436_047.mzML,1.047827,-0.9065597,-0.013649024,-0.07493648,-2.2021093,14.781177
VT_160717_M198_091.mzML,0.62627,1.781688,-1.94091,0.78745633,2.6389189,0.91882885
VT_170728_M021_275.mzML,0.31236124,0.4270484,-1.3755575,0.518421,2.9180894,12.936607
batch23/VT_200912_M436_043.mzML,0.22202912,-2.131261,-0.9542743,-0.016755458,0.63381225,6.752958
VT_170729_M021_155.mzML,-0.31322986,-0.23732492,-0.018221248,-0.5359499,9.579951,6.132561
VT_160717_M198_069.mzML,1.01357,2.157282,-2.6577342,0.41233176,2.4467063,0.79535276
batch23/VT_200912_M436_155.mzML,-0.2745568,-0.71574587,-1.2682842,-0.44194221,0.37439957,3.1612635
VT_181030_M338_091.mzML,-0.12690216,-0.040487528,0.12652928,-0.30073807,8.668189,6.293144
batch9/KL_200516_M436_215.mzML,2.6150713,-0.5253575,-0.5259247,0.15050918,-2.9849627,14.289185
batch22/VT_200910_M436_195.mzML,0.36426002,-0.7834246,-0.60057575,0.34166315,1.6776567,7.0720162
VT_170729_M021_133.mzML,0.31968954,0.4995519,-1.6493505,0.52992594,2.9177577,12.9372
VT_181109_M338_155.mzML,-0.26444557,-0.77770364,0.50580513,-0.27560917,11.0899,7.2677507
batch2/KL_200507_M436_063.mzML,2.23259,0.047779437,0.10527799,-0.5462826,-0.6462537,16.198618
batch23/VT_200912_M436_235.mzML,0.4263638,-0.44740552,-0.75237286,0.42625424,1.5654228,5.126418
VT_181023_M338_065.mzML,-0.3062044,-1.3295827,0.8423115,-0.35747838,11.146751,7.9186935
batch6/KL_200513_M436_029.mzML,1.4949546,-0.75670576,-0.12046941,0.27134594,-2.4997923,14.514679
batch19/VT_200906_M436_075.mzML,2.1822138,0.6459825,-0.051089846,0.83570457,5.569376,8.054552
VT_170729_M021_099.mzML,-0.20485555,-0.21829745,-0.049869172,-0.6748868,9.6650915,6.125979
VT_170729_M021_031.mzML,-0.5382604,-0.4544277,-0.070909485,-0.9882352,19.755922,7.0017548
batch24/VT_200913_M436_107.mzML,0.10175118,-0.34069896,-0.81041443,-0.5869927,1.2464597,6.166762
VT_181120_M338_157.mzML,-0.37362763,-0.99464214,0.46793383,-0.18298751,10.719825,7.9150662
batch23/VT_200912_M436_131.mzML,0.77333885,-0.13377583,0.6883186,0.33227384,4.1827435,9.076086
batch4/KL_200510_M436_097.mzML,1.0898114,-1.7632805,-0.24990521,0.88392997,-0.77436465,14.848179
batch23/VT_200912_M436_049.mzML,0.3961547,-1.8399506,-1.3383954,0.36050737,0.07708885,4.7923646
VT_171025_M314_079.mzML,-0.07092237,0.20161355,0.34868145,-0.22854714,7.242523,5.2565246
VT_181207_M338_015.mzML,0.041392975,0.19193903,0.23075989,-0.13276686,7.457667,5.2622194
batch20/VT_200907_M436_267.mzML,0.31692246,-0.65817165,-0.44583032,0.1627547,1.8370599,6.9248137
VT_181021_M338_231.mzML,0.5441632,0.24615178,-0.5600674,0.048758663,5.3415513,-0.55963033
batch17/VT_200904_M436_091.mzML,1.0469681,0.2463451,0.3383393,0.6921192,4.429659,7.8562107
batch28/VT_200922_M436_067.mzML,1.2434949,-0.6645516,-0.12819766,1.3705409,3.3762317,8.214408
batch9/KL_200516_M436_187.mzML,1.0239325,-1.2726994,-0.21460977,0.7499578,-0.8021455,14.97744
batch15/VT_200901_M436_075.mzML,0.47312889,-1.2032007,-0.80970937,0.5771045,1.1918192,7.1122026
batch24/VT_200913_M436_099.mzML,1.3351642,0.57244587,1.777316,0.56909925,5.0421314,9.625149
VT_181023_M338_193.mzML,-0.7101483,-1.9547151,0.9804292,-0.37580764,11.850867,8.141169
VT_160216_091.mzML,-1.1344851,5.181175,-1.8536187,0.546906,13.360195,-0.92540896
batch1/KL_200505_M436_237.mzML,2.7125056,-0.098408565,0.49392408,0.2710217,-0.23225924,16.320963
batch30/VT_200925_M436_091.mzML,2.283069,1.683576,2.839094,0.20100155,5.320344,10.105797
batch9/KL_200516_M436_179.mzML,1.2954392,0.35558063,0.78166205,-0.015377979,-1.7432011,16.304312
batch23/VT_200912_M436_051.mzML,0.25228986,-0.27934217,-0.22844309,-0.0065778196,4.0872893,6.2811666
batch6/KL_200513_M436_097.mzML,0.98131275,-0.76554424,0.14506185,0.32073188,-1.0639484,15.330576
VT_181103_M338_135.mzML,0.08986416,0.31984827,-0.06045232,-0.13926664,8.036628,4.5100136
VT_181023_M338_195.mzML,-0.8855465,-2.2220132,1.0348899,-0.5383349,11.927899,8.195124
VT_181208_M338_255.mzML,0.23833555,0.27491096,0.025810843,-0.18793733,6.9334154,4.6876855
batch27/VT_200921_M436_019.mzML,1.302181,-1.1086934,-1.654251,1.4266398,0.15869719,4.0214195
batch18/VT_200905_M436_243.mzML,1.2980082,0.1547887,-0.06783923,0.6838979,4.418603,7.7316813
VT_160723_M198_107.mzML,0.8768186,1.3754917,-2.5136878,-0.0072109625,1.9052577,0.93262285
VT_181023_M338_121.mzML,-0.60000986,-1.157547,0.7050987,-0.2881322,11.120243,7.8927794
Patient_Positive_P-56.mzML,-0.5405876,3.341113,0.8026716,0.35884705,14.148908,-7.9194965
VT_181025_M338_217.mzML,0.0221283,0.09799925,-0.04574474,-0.19149086,8.318989,4.840416
batch4/KL_200510_M436_037.mzML,1.2411621,-1.1382895,-0.23203726,-0.39321724,-2.0387766,14.781607
batch3/KL_200508_M436_173.mzML,1.0319053,-1.4667068,-0.039834857,0.068671994,-1.8741839,14.63991
VT_160722_M198_073.mzML,0.862237,1.9918493,-2.2957196,0.5025943,2.5150318,0.8074329
VT_171029_M314_031.mzML,1.2021306,1.2781736,-0.7743418,1.6683481,4.445338,-3.6231205
batch37/VT_201013_M436_049.mzML,2.0377781,-1.8935518,-1.9782234,1.3263985,0.057683073,4.146589
VT_181120_M338_161.mzML,-0.2702773,-0.7411569,0.46286237,-0.18943843,10.34494,7.7723975
VT_170729_M021_229.mzML,-1.1492912,-0.84468573,-0.10439301,-1.4572899,20.259933,6.8451915
batch7/KL_200514_M436_081.mzML,1.7543982,-0.7875279,0.015175873,0.25347766,-2.5799758,14.476354
batch7/KL_200514_M436_089.mzML,2.220521,-0.63753015,-0.34881765,0.11742328,-2.8872674,14.357826
batch24/VT_200913_M436_243.mzML,0.52026033,-0.3294489,-0.14349918,0.36708936,2.731771,6.9712386
batch16/VT_200902_M436_171.mzML,0.7754884,-0.046120778,-0.10565559,0.4508598,3.8026922,7.33457
VT_171029_M314_003.mzML,1.8611352,1.6130455,-1.931337,2.152893,4.134775,-5.052672
batch20/VT_200907_M436_107.mzML,0.90560365,-0.022795692,-0.12616149,0.36855978,3.4578187,7.258104
VT_170729_M021_017.mzML,0.3434038,0.42841306,-0.01866381,-0.18985683,6.2990923,4.6572886
VT_160226_143.mzML,-1.3105084,3.9598353,-1.5107836,1.8217101,9.227653,-6.063496
batch16/VT_200902_M436_267.mzML,1.589743,0.19594644,0.00023262296,0.99902993,5.056575,7.8784227
